task_id,record_type,strategy,alpha,one_minus_alpha,alpha_start,alpha_end,schedule,graph_family,n,p,graph_seed,init_id,init_seed,device_seed,initial_parameters,final_parameters,final_cvar_loss,final_mean_ratio,tail_mean_ratio,peak_mean_ratio,best_ratio_so_far,final_optimal_mass,num_init_points,graph_count,mean_peak_ratio,sem_peak_ratio,mean_tail_ratio,sem_tail_ratio,mean_final_ratio,sem_final_ratio,mean_final_cvar_loss,sem_final_cvar_loss,mean_optimal_mass,method,parameter_name,fit_model,fit_formula,a0,a1,a2,a3,weighted_sse,peak_value,tail_value,experiment,shots,steps,number_of_initializations,alpha_grid,optimizer,paired_initial_parameters,paired_device_seeds,identical_optimizer_settings,initialization_base_seed,optimizer_tail_window,optimizer_learning_rate,optimizer_learning_rate_decay_power,optimizer_learning_rate_decay_offset,optimizer_momentum,optimizer_gradient_clip,optimizer_simulator,parameter_mapping,b0,b1,alpha_gamma_relation,peak_parameter,left_curvature,right_curvature,baseline_value
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|0|1|2,restart,ascending,1.0,0.0,1.0,1.0,linear_descending_alpha,erdos_renyi,8.0,2.0,0.0,2.0,20260728.0,730602.0,"[1.9093349559311228, 0.014936831693126611, 0.4604455897891393, 2.9643566316254946]","[2.0427888340133022, 6.174599998836267, 0.8100665370073648, 3.323286894838703]",2.6776,0.6174857142857143,0.6179028571428573,0.6243428571428572,1.0,0.0193999999999999,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|0|1|3,restart,ascending,1.0,0.0,1.0,1.0,linear_descending_alpha,erdos_renyi,8.0,2.0,0.0,3.0,20260729.0,730603.0,"[0.09601236448568767, 0.01368452041539864, 2.124727888032644, 0.7164215210760676]","[0.5735789809776218, 6.025935871055255, 1.9202165947017371, 0.8917838512142561]",0.8394,0.8800857142857144,0.8768857142857144,0.8813714285714287,1.0,0.3883999999999999,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|0|1|4,restart,ascending,1.0,0.0,1.0,1.0,linear_descending_alpha,erdos_renyi,8.0,2.0,0.0,4.0,20260730.0,730604.0,"[3.0741951881358056, 2.9261393128026922, 2.13612737908406, 0.2423724789360562]","[2.8465765824348312, 2.5689596206352046, 2.0479164751059518, 0.2522746176822176]",0.7672,0.8904,0.8889571428571429,0.8939714285714285,1.0,0.4216,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|1|0.1|0,restart,ascending,0.1,0.9,1.0,0.1,linear_descending_alpha,erdos_renyi,8.0,2.0,1.0,0.0,20260726.0,740000.0,"[2.226844302927403, 2.7300075029351913, 1.8397074133679914, 2.174662247612199]","[2.292206469000513, 2.559352648930771, 2.459522520558341, 2.8591030705242857]",0.7399999999999999,0.6582800000000001,0.6629360000000001,0.67352,1.0,0.026,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|1|0.1|1,restart,ascending,0.1,0.9,1.0,0.1,linear_descending_alpha,erdos_renyi,8.0,2.0,1.0,1.0,20260727.0,740001.0,"[0.4756712476396966, 3.0965837239683074, 2.646028416497059, 1.5012931115137529]","[0.3356747574380387, 3.0248413737711184, 2.1834734859434604, 2.157082659950432]",0.0,0.84392,0.8328279999999999,0.84436,1.0,0.1139999999999999,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|1|0.1|2,restart,ascending,0.1,0.9,1.0,0.1,linear_descending_alpha,erdos_renyi,8.0,2.0,1.0,2.0,20260728.0,740002.0,"[1.9093349559311228, 0.014936831693126611, 0.4604455897891393, 2.9643566316254946]","[1.7992871775379942, 6.262775008364603, 0.45951148254312385, 3.0809177306934528]",0.96,0.66414,0.666268,0.67086,1.0,0.004,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|1|0.1|3,restart,ascending,0.1,0.9,1.0,0.1,linear_descending_alpha,erdos_renyi,8.0,2.0,1.0,3.0,20260729.0,740003.0,"[0.09601236448568767, 0.01368452041539864, 2.124727888032644, 0.7164215210760676]","[0.45973926614706206, 6.086458654549111, 1.88897299446831, 0.919527622204317]",0.0,0.85762,0.8351599999999999,0.8638,1.0,0.1258,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|1|0.1|4,restart,ascending,0.1,0.9,1.0,0.1,linear_descending_alpha,erdos_renyi,8.0,2.0,1.0,4.0,20260730.0,740004.0,"[3.0741951881358056, 2.9261393128026922, 2.13612737908406, 0.2423724789360562]","[2.967448112551034, 2.6838194339152683, 2.0384993769066724, 0.21366580777347147]",0.0,0.8668600000000002,0.86121,0.8745,1.0,0.109,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|1|0.2|0,restart,ascending,0.2,0.8,1.0,0.2,linear_descending_alpha,erdos_renyi,8.0,2.0,1.0,0.0,20260726.0,740100.0,"[2.226844302927403, 2.7300075029351913, 1.8397074133679914, 2.174662247612199]","[2.231272641683359, 2.587751236966366, 2.4563213778121424, 2.853419127386193]",1.0119999999999996,0.6678599999999999,0.6643020000000001,0.6732400000000001,1.0,0.0233999999999999,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|1|0.2|1,restart,ascending,0.2,0.8,1.0,0.2,linear_descending_alpha,erdos_renyi,8.0,2.0,1.0,1.0,20260727.0,740101.0,"[0.4756712476396966, 3.0965837239683074, 2.646028416497059, 1.5012931115137529]","[0.3725590044405395, 3.0069278260700356, 2.161839825940597, 2.1989114676209414]",0.3929999999999999,0.8394200000000002,0.8376680000000001,0.84526,1.0,0.1214,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|1|0.2|2,restart,ascending,0.2,0.8,1.0,0.2,linear_descending_alpha,erdos_renyi,8.0,2.0,1.0,2.0,20260728.0,740102.0,"[1.9093349559311228, 0.014936831693126611, 0.4604455897891393, 2.9643566316254946]","[1.8243271032554431, 6.229577760024942, 0.49226079127076067, 3.030169257014951]",1.1719999999999997,0.6631400000000001,0.6642480000000001,0.6687,1.0,0.0024,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|1|0.2|3,restart,ascending,0.2,0.8,1.0,0.2,linear_descending_alpha,erdos_renyi,8.0,2.0,1.0,3.0,20260729.0,740103.0,"[0.09601236448568767, 0.01368452041539864, 2.124727888032644, 0.7164215210760676]","[0.535069341254593, 6.050373839356269, 1.9580420628397148, 0.9074757597822914]",0.2959999999999999,0.8230999999999999,0.81333,0.86418,1.0,0.1407999999999999,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|1|0.2|4,restart,ascending,0.2,0.8,1.0,0.2,linear_descending_alpha,erdos_renyi,8.0,2.0,1.0,4.0,20260730.0,740104.0,"[3.0741951881358056, 2.9261393128026922, 2.13612737908406, 0.2423724789360562]","[2.9162057519889255, 2.6645238171725345, 2.0383551415095984, 0.2645372313867424]",0.3909999999999998,0.8652799999999999,0.864048,0.8720800000000001,1.0,0.1218,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|1|0.35|0,restart,ascending,0.35,0.65,1.0,0.35,linear_descending_alpha,erdos_renyi,8.0,2.0,1.0,0.0,20260726.0,740200.0,"[2.226844302927403, 2.7300075029351913, 1.8397074133679914, 2.174662247612199]","[2.301730658183044, 2.567303812630553, 2.4042328823403847, 2.7177317671061747]",1.487428571428571,0.66224,0.659938,0.67544,1.0,0.0212,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|1|0.35|1,restart,ascending,0.35,0.65,1.0,0.35,linear_descending_alpha,erdos_renyi,8.0,2.0,1.0,1.0,20260727.0,740201.0,"[0.4756712476396966, 3.0965837239683074, 2.646028416497059, 1.5012931115137529]","[0.33925523642247857, 3.0231711769748904, 2.2521297829161773, 2.108793865434852]",0.6902857142857142,0.8354800000000001,0.8287559999999999,0.84174,1.0,0.1084,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|1|0.35|2,restart,ascending,0.35,0.65,1.0,0.35,linear_descending_alpha,erdos_renyi,8.0,2.0,1.0,2.0,20260728.0,740202.0,"[1.9093349559311228, 0.014936831693126611, 0.4604455897891393, 2.9643566316254946]","[1.735851167208098, 0.029279879768084802, 0.5951548210168068, 3.2162632556458015]",1.5822857142857143,0.6592800000000001,0.6596299999999999,0.66906,1.0,0.0028,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|1|0.35|3,restart,ascending,0.35,0.65,1.0,0.35,linear_descending_alpha,erdos_renyi,8.0,2.0,1.0,3.0,20260729.0,740203.0,"[0.09601236448568767, 0.01368452041539864, 2.124727888032644, 0.7164215210760676]","[0.5156638369494722, 6.0494006769613655, 1.9556557923353737, 0.9101252045871518]",0.5897142857142859,0.83048,0.82643,0.8638,1.0,0.1436,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|1|0.35|4,restart,ascending,0.35,0.65,1.0,0.35,linear_descending_alpha,erdos_renyi,8.0,2.0,1.0,4.0,20260730.0,740204.0,"[3.0741951881358056, 2.9261393128026922, 2.13612737908406, 0.2423724789360562]","[2.9174097083767943, 2.6479022708485425, 2.0333709798358655, 0.2602428376916422]",0.5977142857142859,0.86496,0.8653299999999999,0.87486,1.0,0.1407999999999999,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|1|0.5|0,restart,ascending,0.5,0.5,1.0,0.5,linear_descending_alpha,erdos_renyi,8.0,2.0,1.0,0.0,20260726.0,740300.0,"[2.226844302927403, 2.7300075029351913, 1.8397074133679914, 2.174662247612199]","[2.25664272891634, 2.5833006737932034, 2.294505982752666, 2.591655375216412]",1.8059999999999985,0.6606,0.663856,0.67348,1.0,0.0114,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|1|0.5|1,restart,ascending,0.5,0.5,1.0,0.5,linear_descending_alpha,erdos_renyi,8.0,2.0,1.0,1.0,20260727.0,740301.0,"[0.4756712476396966, 3.0965837239683074, 2.646028416497059, 1.5012931115137529]","[0.36174689289290984, 3.012014704137962, 2.186342859671734, 2.175519723799908]",0.7671999999999998,0.83546,0.8384600000000001,0.8472200000000001,1.0,0.1164,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|1|0.5|2,restart,ascending,0.5,0.5,1.0,0.5,linear_descending_alpha,erdos_renyi,8.0,2.0,1.0,2.0,20260728.0,740302.0,"[1.9093349559311228, 0.014936831693126611, 0.4604455897891393, 2.9643566316254946]","[1.7665491098590518, 6.257809101019858, 0.6139390304707012, 3.144282484614771]",2.009599999999999,0.66458,0.662604,0.67242,1.0,0.0024,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|1|0.5|3,restart,ascending,0.5,0.5,1.0,0.5,linear_descending_alpha,erdos_renyi,8.0,2.0,1.0,3.0,20260729.0,740303.0,"[0.09601236448568767, 0.01368452041539864, 2.124727888032644, 0.7164215210760676]","[0.5067102909960716, 6.053879322925477, 1.9605798587789802, 0.9076989030289652]",0.7175999999999998,0.8280000000000001,0.828524,0.8632,1.0,0.1412,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|1|0.5|4,restart,ascending,0.5,0.5,1.0,0.5,linear_descending_alpha,erdos_renyi,8.0,2.0,1.0,4.0,20260730.0,740304.0,"[3.0741951881358056, 2.9261393128026922, 2.13612737908406, 0.2423724789360562]","[2.922330781628278, 2.641923930959247, 2.0277755379140547, 0.2719565741857601]",0.7323999999999999,0.8615200000000002,0.8635520000000001,0.8727600000000001,1.0,0.1338,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|1|0.65|0,restart,ascending,0.65,0.35,1.0,0.65,linear_descending_alpha,erdos_renyi,8.0,2.0,1.0,0.0,20260726.0,740400.0,"[2.226844302927403, 2.7300075029351913, 1.8397074133679914, 2.174662247612199]","[2.2716279936397745, 2.631708438522705, 2.2083149948323175, 2.6074761150401855]",2.203076923076926,0.6699400000000001,0.6667820000000001,0.6755800000000001,1.0,0.013,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|1|0.65|1,restart,ascending,0.65,0.35,1.0,0.65,linear_descending_alpha,erdos_renyi,8.0,2.0,1.0,1.0,20260727.0,740401.0,"[0.4756712476396966, 3.0965837239683074, 2.646028416497059, 1.5012931115137529]","[0.4198492180941219, 2.983770316269177, 2.0794940174039045, 2.306135997215314]",0.7904615384615384,0.8362999999999999,0.844322,0.8541599999999999,1.0,0.1362,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|1|0.65|2,restart,ascending,0.65,0.35,1.0,0.65,linear_descending_alpha,erdos_renyi,8.0,2.0,1.0,2.0,20260728.0,740402.0,"[1.9093349559311228, 0.014936831693126611, 0.4604455897891393, 2.9643566316254946]","[1.7963796678550255, 6.102755248322836, 0.6223043315127954, 3.117888387398219]",2.407076923076922,0.66456,0.662876,0.67072,1.0,0.0022,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|1|0.65|3,restart,ascending,0.65,0.35,1.0,0.65,linear_descending_alpha,erdos_renyi,8.0,2.0,1.0,3.0,20260729.0,740403.0,"[0.09601236448568767, 0.01368452041539864, 2.124727888032644, 0.7164215210760676]","[0.4924038831507429, 6.059778078784763, 1.9657691480275816, 0.8892730871080231]",0.7873846153846155,0.8314599999999999,0.839752,0.8690200000000001,1.0,0.1382,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|1|0.65|4,restart,ascending,0.65,0.35,1.0,0.65,linear_descending_alpha,erdos_renyi,8.0,2.0,1.0,4.0,20260730.0,740404.0,"[3.0741951881358056, 2.9261393128026922, 2.13612737908406, 0.2423724789360562]","[2.9206641099573694, 2.643291552347422, 2.037377016212928, 0.2693820453828078]",0.8015384615384614,0.8606999999999999,0.8632539999999999,0.8751599999999999,1.0,0.129,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|1|0.8|0,restart,ascending,0.8,0.1999999999999999,1.0,0.8,linear_descending_alpha,erdos_renyi,8.0,2.0,1.0,0.0,20260726.0,740500.0,"[2.226844302927403, 2.7300075029351913, 1.8397074133679914, 2.174662247612199]","[2.3187078835189627, 2.700711336300848, 2.1247356128497983, 2.699777392360344]",2.5960000000000005,0.67506,0.670596,0.6754399999999999,1.0,0.015,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|1|0.8|1,restart,ascending,0.8,0.1999999999999999,1.0,0.8,linear_descending_alpha,erdos_renyi,8.0,2.0,1.0,1.0,20260727.0,740501.0,"[0.4756712476396966, 3.0965837239683074, 2.646028416497059, 1.5012931115137529]","[0.3980617409376072, 3.0074698613140405, 2.0534371629857295, 2.321222649936901]",0.9555,0.8569799999999999,0.852148,0.8569799999999999,1.0,0.1246,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|1|0.8|2,restart,ascending,0.8,0.1999999999999999,1.0,0.8,linear_descending_alpha,erdos_renyi,8.0,2.0,1.0,2.0,20260728.0,740502.0,"[1.9093349559311228, 0.014936831693126611, 0.4604455897891393, 2.9643566316254946]","[1.7562058733453956, 6.213657379006792, 0.5428284249059883, 3.070147732369202]",2.76175,0.66776,0.6670100000000001,0.6704,1.0,0.0024,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|1|0.8|3,restart,ascending,0.8,0.1999999999999999,1.0,0.8,linear_descending_alpha,erdos_renyi,8.0,2.0,1.0,3.0,20260729.0,740503.0,"[0.09601236448568767, 0.01368452041539864, 2.124727888032644, 0.7164215210760676]","[0.4562424603247474, 6.112607777048592, 1.9649972551823176, 0.8631043904607693]",0.96425,0.8511599999999999,0.8532439999999999,0.8678000000000001,1.0,0.128,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|1|0.8|4,restart,ascending,0.8,0.1999999999999999,1.0,0.8,linear_descending_alpha,erdos_renyi,8.0,2.0,1.0,4.0,20260730.0,740504.0,"[3.0741951881358056, 2.9261393128026922, 2.13612737908406, 0.2423724789360562]","[2.9107406188237466, 2.6517819671870266, 1.9994102987187936, 0.2342420559210577]",0.9135000000000004,0.8690000000000001,0.8688600000000001,0.8746600000000001,1.0,0.1204,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|ascending|erdos_renyi|1|1|0,restart,ascending,1.0,0.0,1.0,1.0,linear_descending_alpha,erdos_renyi,8.0,2.0,1.0,0.0,20260726.0,740600.0,"[2.226844302927403, 2.7300075029351913, 1.8397074133679914, 2.174662247612199]","[2.9362620510585398, 2.683394236671724, 2.002894266879698, 3.3599269314284776]",1.2582,0.87418,0.866324,0.87442,1.0,0.112,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
